timestamp,memory.used,memory.total,utilization.gpu
2026/09/12 23:49:13.465, 6384, 8188, 3
2026/09/12 23:49:13.635, 6384, 8188, 3
2026/09/12 23:49:13.790, 6390, 8188, 3
2026/09/12 23:49:13.946, 6390, 8188, 64
2026/09/12 23:49:14.102, 6390, 8188, 64
2026/09/12 23:49:14.258, 6390, 8188, 64
2026/09/12 23:49:14.413, 6390, 8188, 98
2026/09/12 23:49:14.569, 6390, 8188, 98
2026/09/12 23:49:14.725, 6390, 8188, 98
2026/09/12 23:49:14.880, 6390, 8188, 97
2026/09/12 23:49:15.050, 6390, 8188, 97
2026/09/12 23:49:15.207, 6390, 8188, 97
2026/09/12 23:49:15.362, 6390, 8188, 97
2026/09/12 23:49:15.518, 6390, 8188, 97
2026/09/12 23:49:15.674, 6390, 8188, 97
2026/09/12 23:49:15.829, 6390, 8188, 97
2026/09/12 23:49:15.985, 6390, 8188, 97
2026/09/12 23:49:16.139, 6390, 8188, 97
2026/09/12 23:49:16.294, 6390, 8188, 97
2026/09/12 23:49:16.465, 6390, 8188, 97
2026/09/12 23:49:16.635, 6390, 8188, 97
2026/09/12 23:49:16.791, 6390, 8188, 97
2026/09/12 23:49:16.948, 6390, 8188, 97
2026/09/12 23:49:17.104, 6390, 8188, 97
2026/09/12 23:49:17.277, 6390, 8188, 97
2026/09/12 23:49:17.434, 6390, 8188, 100
2026/09/12 23:49:17.589, 6390, 8188, 100
2026/09/12 23:49:17.759, 6390, 8188, 100
2026/09/12 23:49:17.930, 6390, 8188, 97
2026/09/12 23:49:18.087, 6390, 8188, 97
2026/09/12 23:49:18.257, 6390, 8188, 97
2026/09/12 23:49:18.414, 6390, 8188, 95
2026/09/12 23:49:18.585, 6390, 8188, 95
2026/09/12 23:49:18.741, 6390, 8188, 95
2026/09/12 23:49:18.912, 6390, 8188, 77
2026/09/12 23:49:19.068, 6390, 8188, 77
2026/09/12 23:49:19.224, 6390, 8188, 77
2026/09/12 23:49:19.396, 6390, 8188, 97
2026/09/12 23:49:19.553, 6390, 8188, 97
2026/09/12 23:49:19.709, 6390, 8188, 97
2026/09/12 23:49:19.877, 6390, 8188, 98
