timestamp,memory.used,memory.total,utilization.gpu
2026/09/13 00:05:14.349, 508, 8188, 5
2026/09/13 00:05:14.520, 508, 8188, 4
2026/09/13 00:05:14.676, 508, 8188, 4
2026/09/13 00:05:14.832, 508, 8188, 4
2026/09/13 00:05:15.001, 508, 8188, 5
2026/09/13 00:05:15.172, 508, 8188, 5
2026/09/13 00:05:15.344, 508, 8188, 5
2026/09/13 00:05:15.499, 508, 8188, 5
2026/09/13 00:05:15.672, 508, 8188, 5
2026/09/13 00:05:15.827, 516, 8188, 5
2026/09/13 00:05:15.986, 590, 8188, 6
2026/09/13 00:05:16.156, 590, 8188, 6
2026/09/13 00:05:16.312, 590, 8188, 6
2026/09/13 00:05:17.077, 590, 8188, 0
2026/09/13 00:05:17.235, 590, 8188, 0
2026/09/13 00:05:17.407, 590, 8188, 0
2026/09/13 00:05:17.594, 590, 8188, 0
2026/09/13 00:05:17.967, 3836, 8188, 62
2026/09/13 00:05:18.139, 3836, 8188, 62
2026/09/13 00:05:18.326, 3836, 8188, 62
2026/09/13 00:05:18.513, 3836, 8188, 20
2026/09/13 00:05:18.701, 3836, 8188, 20
2026/09/13 00:05:18.903, 3836, 8188, 20
2026/09/13 00:05:19.076, 3836, 8188, 8
2026/09/13 00:05:19.233, 3836, 8188, 8
2026/09/13 00:05:19.419, 3836, 8188, 8
2026/09/13 00:05:19.589, 3836, 8188, 8
2026/09/13 00:05:19.745, 3836, 8188, 8
2026/09/13 00:05:19.915, 3836, 8188, 8
2026/09/13 00:05:20.072, 3836, 8188, 8
2026/09/13 00:05:20.230, 3836, 8188, 8
2026/09/13 00:05:20.385, 3836, 8188, 8
2026/09/13 00:05:20.542, 3836, 8188, 8
2026/09/13 00:05:20.730, 3836, 8188, 8
2026/09/13 00:05:20.902, 3836, 8188, 8
2026/09/13 00:05:21.060, 3836, 8188, 8
2026/09/13 00:05:21.214, 3836, 8188, 8
2026/09/13 00:05:21.371, 3836, 8188, 8
2026/09/13 00:05:21.528, 3836, 8188, 9
2026/09/13 00:05:21.686, 3836, 8188, 9
2026/09/13 00:05:21.843, 3836, 8188, 9
2026/09/13 00:05:21.999, 3836, 8188, 8
2026/09/13 00:05:22.154, 3836, 8188, 8
2026/09/13 00:05:22.309, 3836, 8188, 8
2026/09/13 00:05:22.465, 3836, 8188, 8
2026/09/13 00:05:22.637, 3836, 8188, 8
2026/09/13 00:05:22.793, 3836, 8188, 8
2026/09/13 00:05:22.950, 3836, 8188, 8
2026/09/13 00:05:23.105, 3836, 8188, 8
2026/09/13 00:05:23.262, 3836, 8188, 8
2026/09/13 00:05:23.418, 3836, 8188, 8
2026/09/13 00:05:23.573, 3836, 8188, 8
2026/09/13 00:05:23.743, 4326, 8188, 8
2026/09/13 00:05:23.899, 4340, 8188, 8
2026/09/13 00:05:24.055, 4340, 8188, 8
2026/09/13 00:05:24.211, 4344, 8188, 8
2026/09/13 00:05:24.367, 4344, 8188, 8
2026/09/13 00:05:24.525, 4344, 8188, 11
2026/09/13 00:05:24.681, 4344, 8188, 11
2026/09/13 00:05:24.853, 4344, 8188, 11
2026/09/13 00:05:25.006, 4344, 8188, 14
2026/09/13 00:05:25.176, 4344, 8188, 14
2026/09/13 00:05:25.330, 4344, 8188, 14
2026/09/13 00:05:25.487, 4344, 8188, 12
2026/09/13 00:05:25.659, 4344, 8188, 12
2026/09/13 00:05:25.816, 4344, 8188, 12
2026/09/13 00:05:25.972, 4344, 8188, 10
2026/09/13 00:05:26.127, 4344, 8188, 10
2026/09/13 00:05:26.283, 4344, 8188, 10
2026/09/13 00:05:26.439, 4344, 8188, 14
2026/09/13 00:05:26.597, 4344, 8188, 14
2026/09/13 00:05:26.751, 4344, 8188, 14
2026/09/13 00:05:26.935, 4346, 8188, 60
2026/09/13 00:05:27.107, 4354, 8188, 60
2026/09/13 00:05:27.294, 4354, 8188, 60
2026/09/13 00:05:27.466, 4354, 8188, 91
2026/09/13 00:05:27.638, 4354, 8188, 91
2026/09/13 00:05:27.810, 4354, 8188, 91
2026/09/13 00:05:27.981, 4354, 8188, 100
2026/09/13 00:05:28.167, 4354, 8188, 100
2026/09/13 00:05:28.368, 4354, 8188, 100
2026/09/13 00:05:28.555, 4354, 8188, 73
2026/09/13 00:05:28.741, 4028, 8188, 73
2026/09/13 00:05:28.961, 4028, 8188, 38
2026/09/13 00:05:29.240, 4028, 8188, 38
2026/09/13 00:05:29.974, 4028, 8188, 20
2026/09/13 00:05:30.209, 4028, 8188, 20
2026/09/13 00:05:30.441, 4028, 8188, 36
2026/09/13 00:05:30.674, 4028, 8188, 36
2026/09/13 00:05:30.894, 4028, 8188, 36
2026/09/13 00:05:31.111, 4028, 8188, 38
2026/09/13 00:05:31.329, 4028, 8188, 38
2026/09/13 00:05:31.562, 4028, 8188, 38
2026/09/13 00:05:31.811, 4028, 8188, 38
2026/09/13 00:05:32.030, 4028, 8188, 42
2026/09/13 00:05:32.248, 4028, 8188, 42
2026/09/13 00:05:32.468, 4028, 8188, 47
2026/09/13 00:05:32.686, 4028, 8188, 47
2026/09/13 00:05:32.903, 4028, 8188, 47
2026/09/13 00:05:33.135, 4028, 8188, 46
2026/09/13 00:05:33.351, 4028, 8188, 46
2026/09/13 00:05:33.571, 4028, 8188, 47
2026/09/13 00:05:33.807, 4028, 8188, 47
2026/09/13 00:05:34.040, 4028, 8188, 46
2026/09/13 00:05:34.273, 4028, 8188, 46
2026/09/13 00:05:34.507, 4028, 8188, 50
2026/09/13 00:05:34.725, 4028, 8188, 50
2026/09/13 00:05:34.958, 4028, 8188, 42
2026/09/13 00:05:35.162, 4028, 8188, 42
2026/09/13 00:05:35.380, 4028, 8188, 42
2026/09/13 00:05:35.613, 4028, 8188, 34
2026/09/13 00:05:35.831, 4028, 8188, 34
2026/09/13 00:05:36.065, 4028, 8188, 35
2026/09/13 00:05:36.283, 4028, 8188, 35
2026/09/13 00:05:36.516, 4028, 8188, 43
2026/09/13 00:05:36.749, 4028, 8188, 43
2026/09/13 00:05:36.967, 4028, 8188, 45
2026/09/13 00:05:37.186, 4028, 8188, 45
2026/09/13 00:05:37.405, 4028, 8188, 45
2026/09/13 00:05:37.623, 4028, 8188, 50
2026/09/13 00:05:37.855, 4028, 8188, 50
2026/09/13 00:05:38.091, 4028, 8188, 50
2026/09/13 00:05:38.311, 4028, 8188, 50
2026/09/13 00:05:38.546, 4028, 8188, 49
2026/09/13 00:05:38.763, 4028, 8188, 49
2026/09/13 00:05:38.981, 4028, 8188, 46
2026/09/13 00:05:39.201, 4028, 8188, 46
2026/09/13 00:05:39.421, 4028, 8188, 46
2026/09/13 00:05:39.640, 4028, 8188, 45
2026/09/13 00:05:39.873, 4028, 8188, 45
2026/09/13 00:05:40.091, 4028, 8188, 35
2026/09/13 00:05:40.324, 4028, 8188, 35
2026/09/13 00:05:40.544, 4028, 8188, 34
2026/09/13 00:05:40.776, 4028, 8188, 34
2026/09/13 00:05:40.997, 4028, 8188, 41
2026/09/13 00:05:41.231, 4028, 8188, 41
2026/09/13 00:05:41.447, 4028, 8188, 42
2026/09/13 00:05:41.683, 4028, 8188, 42
2026/09/13 00:05:41.917, 4028, 8188, 42
2026/09/13 00:05:42.137, 4028, 8188, 51
2026/09/13 00:05:42.355, 4028, 8188, 51
2026/09/13 00:05:42.588, 4028, 8188, 50
2026/09/13 00:05:42.823, 4028, 8188, 50
2026/09/13 00:05:43.055, 4028, 8188, 45
2026/09/13 00:05:43.288, 4028, 8188, 45
2026/09/13 00:05:43.491, 4028, 8188, 41
2026/09/13 00:05:43.708, 4028, 8188, 41
2026/09/13 00:05:43.926, 4028, 8188, 41
2026/09/13 00:05:44.160, 4028, 8188, 36
2026/09/13 00:05:44.378, 4028, 8188, 36
2026/09/13 00:05:44.594, 4028, 8188, 35
2026/09/13 00:05:44.829, 4028, 8188, 35
2026/09/13 00:05:45.047, 4028, 8188, 34
2026/09/13 00:05:45.281, 4028, 8188, 34
2026/09/13 00:05:45.500, 4028, 8188, 34
2026/09/13 00:05:45.732, 4028, 8188, 34
2026/09/13 00:05:45.966, 4028, 8188, 45
2026/09/13 00:05:46.184, 4028, 8188, 45
2026/09/13 00:05:46.420, 4028, 8188, 45
2026/09/13 00:05:46.635, 4028, 8188, 50
2026/09/13 00:05:46.887, 4028, 8188, 50
2026/09/13 00:05:47.137, 4028, 8188, 49
2026/09/13 00:05:47.373, 4028, 8188, 49
2026/09/13 00:05:47.593, 4028, 8188, 41
