timestamp,memory.used,memory.total,utilization.gpu
2026/09/13 00:00:10.901, 495, 8188, 3
2026/09/13 00:00:11.073, 495, 8188, 3
2026/09/13 00:00:11.258, 495, 8188, 3
2026/09/13 00:00:11.430, 495, 8188, 2
2026/09/13 00:00:11.617, 495, 8188, 2
2026/09/13 00:00:11.801, 495, 8188, 2
2026/09/13 00:00:11.988, 495, 8188, 3
2026/09/13 00:00:12.174, 495, 8188, 3
2026/09/13 00:00:12.346, 495, 8188, 3
2026/09/13 00:00:12.533, 495, 8188, 3
2026/09/13 00:00:12.720, 577, 8188, 3
2026/09/13 00:00:12.906, 581, 8188, 5
2026/09/13 00:00:13.062, 580, 8188, 5
2026/09/13 00:00:13.230, 580, 8188, 5
2026/09/13 00:00:13.416, 580, 8188, 0
2026/09/13 00:00:13.602, 580, 8188, 0
2026/09/13 00:00:14.597, 2489, 8188, 0
2026/09/13 00:00:14.791, 4967, 8188, 0
2026/09/13 00:00:14.956, 4967, 8188, 30
2026/09/13 00:00:15.126, 4967, 8188, 30
2026/09/13 00:00:15.297, 4967, 8188, 30
2026/09/13 00:00:15.486, 4967, 8188, 23
2026/09/13 00:00:15.670, 4967, 8188, 23
2026/09/13 00:00:15.840, 4967, 8188, 23
2026/09/13 00:00:16.013, 4967, 8188, 24
2026/09/13 00:00:16.169, 4967, 8188, 24
2026/09/13 00:00:16.341, 4967, 8188, 24
2026/09/13 00:00:16.526, 7321, 8188, 25
2026/09/13 00:00:16.698, 7339, 8188, 25
2026/09/13 00:00:16.870, 7339, 8188, 25
2026/09/13 00:00:17.042, 7339, 8188, 100
2026/09/13 00:00:17.213, 7339, 8188, 100
2026/09/13 00:00:17.384, 7339, 8188, 100
2026/09/13 00:00:17.557, 7339, 8188, 100
2026/09/13 00:00:17.727, 7339, 8188, 100
2026/09/13 00:00:17.884, 7339, 8188, 100
2026/09/13 00:00:18.056, 7339, 8188, 100
2026/09/13 00:00:18.212, 7339, 8188, 100
2026/09/13 00:00:18.382, 7339, 8188, 100
2026/09/13 00:00:18.552, 7339, 8188, 99
2026/09/13 00:00:18.709, 7339, 8188, 99
2026/09/13 00:00:18.880, 7339, 8188, 99
2026/09/13 00:00:19.035, 7339, 8188, 100
2026/09/13 00:00:19.191, 7339, 8188, 100
2026/09/13 00:00:19.348, 7339, 8188, 100
2026/09/13 00:00:19.516, 7339, 8188, 100
2026/09/13 00:00:19.672, 7339, 8188, 100
2026/09/13 00:00:19.829, 7339, 8188, 100
