timestamp,memory.used,memory.total,utilization.gpu
2026/09/12 23:48:47.099, 7540, 8188, 4
2026/09/12 23:48:47.269, 7540, 8188, 4
2026/09/12 23:48:47.426, 7542, 8188, 4
2026/09/12 23:48:47.581, 7546, 8188, 4
2026/09/12 23:48:47.738, 7546, 8188, 4
2026/09/12 23:48:47.894, 7546, 8188, 100
2026/09/12 23:48:48.050, 7546, 8188, 100
2026/09/12 23:48:48.206, 7546, 8188, 100
2026/09/12 23:48:48.361, 7546, 8188, 100
2026/09/12 23:48:48.548, 7546, 8188, 100
2026/09/12 23:48:48.733, 7546, 8188, 100
2026/09/12 23:48:48.921, 7546, 8188, 100
2026/09/12 23:48:49.109, 7546, 8188, 100
2026/09/12 23:48:49.267, 7546, 8188, 100
2026/09/12 23:48:49.424, 7546, 8188, 100
2026/09/12 23:48:49.594, 7546, 8188, 100
2026/09/12 23:48:49.765, 7546, 8188, 100
2026/09/12 23:48:49.923, 7546, 8188, 100
2026/09/12 23:48:50.094, 7546, 8188, 100
2026/09/12 23:48:50.278, 7546, 8188, 100
2026/09/12 23:48:50.450, 7546, 8188, 100
2026/09/12 23:48:50.620, 7548, 8188, 100
2026/09/12 23:48:50.791, 7548, 8188, 100
2026/09/12 23:48:50.975, 7548, 8188, 100
2026/09/12 23:48:51.707, 7548, 8188, 98
2026/09/12 23:48:51.862, 7548, 8188, 98
2026/09/12 23:48:52.019, 7548, 8188, 98
2026/09/12 23:48:52.176, 7548, 8188, 98
2026/09/12 23:48:52.349, 7548, 8188, 97
2026/09/12 23:48:52.536, 7548, 8188, 97
2026/09/12 23:48:52.737, 7548, 8188, 97
2026/09/12 23:48:52.909, 7548, 8188, 73
2026/09/12 23:48:53.080, 7548, 8188, 73
2026/09/12 23:48:53.251, 7548, 8188, 73
