timestamp,memory.used,memory.total,utilization.gpu
2026/09/13 00:08:11.085, 508, 8188, 3
2026/09/13 00:08:11.243, 508, 8188, 3
2026/09/13 00:08:11.431, 508, 8188, 3
2026/09/13 00:08:11.617, 508, 8188, 3
2026/09/13 00:08:11.787, 508, 8188, 3
2026/09/13 00:08:11.961, 508, 8188, 3
2026/09/13 00:08:12.149, 508, 8188, 3
2026/09/13 00:08:12.335, 508, 8188, 3
2026/09/13 00:08:12.493, 508, 8188, 3
2026/09/13 00:08:12.651, 508, 8188, 3
2026/09/13 00:08:12.840, 590, 8188, 3
2026/09/13 00:08:13.026, 590, 8188, 5
2026/09/13 00:08:13.199, 590, 8188, 5
2026/09/13 00:08:13.871, 590, 8188, 3
2026/09/13 00:08:14.060, 590, 8188, 4
2026/09/13 00:08:14.261, 590, 8188, 4
2026/09/13 00:08:14.450, 590, 8188, 3
2026/09/13 00:08:15.355, 5940, 8188, 3
2026/09/13 00:08:15.543, 5940, 8188, 32
2026/09/13 00:08:15.731, 5940, 8188, 32
2026/09/13 00:08:15.919, 5940, 8188, 32
2026/09/13 00:08:16.105, 5940, 8188, 6
2026/09/13 00:08:16.295, 5940, 8188, 6
2026/09/13 00:08:16.513, 5940, 8188, 6
2026/09/13 00:08:16.700, 5940, 8188, 6
2026/09/13 00:08:16.888, 5940, 8188, 6
2026/09/13 00:08:17.074, 5940, 8188, 6
2026/09/13 00:08:17.261, 5940, 8188, 6
2026/09/13 00:08:17.448, 5940, 8188, 6
2026/09/13 00:08:17.634, 5940, 8188, 6
2026/09/13 00:08:17.820, 5940, 8188, 6
2026/09/13 00:08:18.007, 5940, 8188, 5
2026/09/13 00:08:18.180, 5940, 8188, 5
2026/09/13 00:08:18.366, 5940, 8188, 5
2026/09/13 00:08:18.537, 5940, 8188, 8
2026/09/13 00:08:18.693, 5940, 8188, 8
2026/09/13 00:08:18.850, 5940, 8188, 8
2026/09/13 00:08:19.004, 5940, 8188, 8
2026/09/13 00:08:19.176, 5940, 8188, 8
