timestamp,memory.used,memory.total,utilization.gpu
2026/09/12 23:59:44.037, 494, 8188, 5
2026/09/12 23:59:44.207, 494, 8188, 5
2026/09/12 23:59:44.376, 494, 8188, 5
2026/09/12 23:59:44.533, 494, 8188, 5
2026/09/12 23:59:44.705, 494, 8188, 5
2026/09/12 23:59:44.863, 494, 8188, 5
2026/09/12 23:59:45.051, 494, 8188, 4
2026/09/12 23:59:45.206, 494, 8188, 4
2026/09/12 23:59:45.363, 494, 8188, 4
2026/09/12 23:59:45.519, 494, 8188, 5
2026/09/12 23:59:45.675, 494, 8188, 5
2026/09/12 23:59:45.847, 577, 8188, 5
2026/09/12 23:59:46.004, 577, 8188, 5
2026/09/12 23:59:46.176, 577, 8188, 5
2026/09/12 23:59:46.364, 577, 8188, 5
2026/09/12 23:59:47.428, 577, 8188, 5
2026/09/12 23:59:47.614, 577, 8188, 5
2026/09/12 23:59:47.801, 4911, 8188, 5
2026/09/12 23:59:47.987, 4911, 8188, 23
2026/09/12 23:59:48.159, 4911, 8188, 23
2026/09/12 23:59:48.332, 4911, 8188, 23
2026/09/12 23:59:48.519, 4911, 8188, 23
2026/09/12 23:59:48.704, 4911, 8188, 23
2026/09/12 23:59:48.890, 4911, 8188, 23
2026/09/12 23:59:49.076, 4911, 8188, 15
2026/09/12 23:59:49.277, 4911, 8188, 15
2026/09/12 23:59:49.464, 4911, 8188, 8
2026/09/12 23:59:49.649, 4911, 8188, 8
2026/09/12 23:59:49.835, 4911, 8188, 8
2026/09/12 23:59:50.006, 4911, 8188, 8
2026/09/12 23:59:50.163, 4911, 8188, 8
2026/09/12 23:59:50.334, 4911, 8188, 8
2026/09/12 23:59:50.504, 4911, 8188, 8
2026/09/12 23:59:50.675, 4911, 8188, 8
2026/09/12 23:59:50.846, 4911, 8188, 8
2026/09/12 23:59:51.003, 4911, 8188, 8
2026/09/12 23:59:51.159, 4911, 8188, 8
2026/09/12 23:59:51.331, 4911, 8188, 8
2026/09/12 23:59:51.502, 4911, 8188, 8
2026/09/12 23:59:51.673, 4911, 8188, 8
2026/09/12 23:59:51.844, 4911, 8188, 8
2026/09/12 23:59:52.001, 4911, 8188, 8
2026/09/12 23:59:52.156, 4911, 8188, 8
2026/09/12 23:59:52.325, 4911, 8188, 8
2026/09/12 23:59:52.482, 4911, 8188, 8
2026/09/12 23:59:52.637, 4911, 8188, 8
2026/09/12 23:59:52.807, 4911, 8188, 8
2026/09/12 23:59:52.978, 4911, 8188, 8
2026/09/12 23:59:53.149, 4911, 8188, 8
2026/09/12 23:59:53.319, 4911, 8188, 8
2026/09/12 23:59:53.475, 4911, 8188, 8
2026/09/12 23:59:53.630, 4911, 8188, 8
2026/09/12 23:59:53.803, 5491, 8188, 8
2026/09/12 23:59:53.958, 5491, 8188, 88
2026/09/12 23:59:54.128, 5497, 8188, 88
2026/09/12 23:59:54.284, 5497, 8188, 88
2026/09/12 23:59:54.469, 5497, 8188, 64
2026/09/12 23:59:54.624, 5497, 8188, 64
2026/09/12 23:59:54.780, 5497, 8188, 64
2026/09/12 23:59:54.936, 5497, 8188, 82
2026/09/12 23:59:55.093, 5497, 8188, 82
2026/09/12 23:59:55.249, 5135, 8188, 82
2026/09/12 23:59:55.419, 5135, 8188, 98
2026/09/12 23:59:55.590, 5135, 8188, 98
2026/09/12 23:59:55.761, 5135, 8188, 98
2026/09/12 23:59:55.934, 5135, 8188, 98
2026/09/12 23:59:56.104, 5135, 8188, 98
2026/09/12 23:59:56.274, 5135, 8188, 98
2026/09/12 23:59:56.444, 5135, 8188, 98
2026/09/12 23:59:56.614, 5135, 8188, 98
2026/09/12 23:59:56.770, 5135, 8188, 98
2026/09/12 23:59:56.974, 5135, 8188, 98
2026/09/12 23:59:57.515, 5135, 8188, 97
2026/09/12 23:59:57.686, 5135, 8188, 97
2026/09/12 23:59:57.842, 5135, 8188, 97
2026/09/12 23:59:57.999, 5135, 8188, 98
2026/09/12 23:59:58.170, 5135, 8188, 98
2026/09/12 23:59:58.353, 5135, 8188, 98
2026/09/12 23:59:58.523, 5135, 8188, 97
