timestamp,memory.used,memory.total,utilization.gpu
2026/09/13 00:06:57.800, 508, 8188, 4
2026/09/13 00:06:58.000, 508, 8188, 4
2026/09/13 00:06:58.171, 508, 8188, 4
2026/09/13 00:06:58.328, 508, 8188, 4
2026/09/13 00:06:58.483, 508, 8188, 5
2026/09/13 00:06:58.637, 508, 8188, 5
2026/09/13 00:06:58.808, 508, 8188, 5
2026/09/13 00:06:58.963, 508, 8188, 5
2026/09/13 00:06:59.117, 508, 8188, 5
2026/09/13 00:06:59.273, 508, 8188, 5
2026/09/13 00:06:59.429, 508, 8188, 5
2026/09/13 00:06:59.600, 508, 8188, 5
2026/09/13 00:06:59.756, 508, 8188, 5
2026/09/13 00:06:59.912, 590, 8188, 5
2026/09/13 00:07:00.070, 590, 8188, 12
2026/09/13 00:07:01.253, 590, 8188, 5
2026/09/13 00:07:02.888, 5940, 8188, 5
2026/09/13 00:07:03.075, 5940, 8188, 24
2026/09/13 00:07:03.260, 5940, 8188, 24
2026/09/13 00:07:03.447, 5940, 8188, 7
2026/09/13 00:07:03.617, 5940, 8188, 7
2026/09/13 00:07:03.805, 5940, 8188, 7
2026/09/13 00:07:03.976, 5940, 8188, 7
2026/09/13 00:07:04.130, 5940, 8188, 7
2026/09/13 00:07:04.287, 5940, 8188, 7
2026/09/13 00:07:04.445, 5940, 8188, 8
2026/09/13 00:07:04.602, 5940, 8188, 8
2026/09/13 00:07:04.759, 5940, 8188, 8
2026/09/13 00:07:04.930, 5940, 8188, 8
2026/09/13 00:07:05.086, 5940, 8188, 8
2026/09/13 00:07:05.256, 5940, 8188, 8
2026/09/13 00:07:05.412, 5940, 8188, 8
2026/09/13 00:07:05.567, 5940, 8188, 7
2026/09/13 00:07:05.722, 5940, 8188, 7
2026/09/13 00:07:05.877, 5940, 8188, 7
2026/09/13 00:07:06.049, 5940, 8188, 8
2026/09/13 00:07:06.205, 5940, 8188, 8
2026/09/13 00:07:06.390, 5940, 8188, 8
2026/09/13 00:07:06.577, 5940, 8188, 7
2026/09/13 00:07:06.733, 5940, 8188, 7
2026/09/13 00:07:06.889, 5940, 8188, 7
2026/09/13 00:07:07.060, 5940, 8188, 7
2026/09/13 00:07:07.217, 5940, 8188, 7
2026/09/13 00:07:07.387, 5940, 8188, 7
2026/09/13 00:07:07.560, 5940, 8188, 8
2026/09/13 00:07:07.715, 5940, 8188, 8
2026/09/13 00:07:07.887, 5940, 8188, 8
2026/09/13 00:07:08.059, 5940, 8188, 8
2026/09/13 00:07:08.232, 5940, 8188, 8
2026/09/13 00:07:08.417, 5940, 8188, 8
2026/09/13 00:07:08.588, 5940, 8188, 8
2026/09/13 00:07:08.759, 5940, 8188, 8
2026/09/13 00:07:08.930, 5940, 8188, 8
2026/09/13 00:07:09.086, 5940, 8188, 8
2026/09/13 00:07:09.243, 5940, 8188, 8
2026/09/13 00:07:09.429, 5940, 8188, 8
2026/09/13 00:07:09.599, 5940, 8188, 7
2026/09/13 00:07:09.755, 5940, 8188, 7
2026/09/13 00:07:09.911, 5940, 8188, 7
2026/09/13 00:07:10.066, 5940, 8188, 8
2026/09/13 00:07:10.236, 5940, 8188, 8
2026/09/13 00:07:10.422, 5940, 8188, 8
2026/09/13 00:07:10.594, 5940, 8188, 8
2026/09/13 00:07:10.748, 5940, 8188, 8
2026/09/13 00:07:10.919, 5940, 8188, 8
2026/09/13 00:07:11.089, 5940, 8188, 8
2026/09/13 00:07:11.263, 5940, 8188, 8
2026/09/13 00:07:11.432, 5940, 8188, 8
2026/09/13 00:07:11.603, 5940, 8188, 8
2026/09/13 00:07:11.774, 5940, 8188, 8
2026/09/13 00:07:11.931, 5940, 8188, 8
2026/09/13 00:07:12.102, 5940, 8188, 8
2026/09/13 00:07:12.257, 5940, 8188, 8
2026/09/13 00:07:12.429, 5940, 8188, 8
2026/09/13 00:07:12.585, 5940, 8188, 8
