timestamp,memory.used,memory.total,utilization.gpu
2026/09/13 00:00:43.298, 551, 8188, 5
2026/09/13 00:00:43.470, 551, 8188, 5
2026/09/13 00:00:43.626, 551, 8188, 5
2026/09/13 00:00:43.798, 551, 8188, 5
2026/09/13 00:00:44.001, 551, 8188, 4
2026/09/13 00:00:44.157, 551, 8188, 4
2026/09/13 00:00:44.330, 551, 8188, 4
2026/09/13 00:00:44.484, 551, 8188, 4
2026/09/13 00:00:44.639, 551, 8188, 4
2026/09/13 00:00:44.796, 551, 8188, 4
2026/09/13 00:00:44.966, 551, 8188, 5
2026/09/13 00:00:45.123, 551, 8188, 5
2026/09/13 00:00:45.279, 551, 8188, 5
2026/09/13 00:00:45.441, 634, 8188, 5
2026/09/13 00:00:45.606, 634, 8188, 5
2026/09/13 00:00:45.779, 634, 8188, 5
2026/09/13 00:00:45.967, 634, 8188, 4
2026/09/13 00:00:48.396, 7738, 8188, 97
2026/09/13 00:00:48.582, 7778, 8188, 97
2026/09/13 00:00:48.767, 7778, 8188, 97
2026/09/13 00:00:48.953, 7778, 8188, 7
2026/09/13 00:00:49.141, 7778, 8188, 7
2026/09/13 00:00:49.312, 7778, 8188, 7
2026/09/13 00:00:49.500, 7778, 8188, 8
2026/09/13 00:00:49.685, 7778, 8188, 8
2026/09/13 00:00:49.856, 7778, 8188, 8
2026/09/13 00:00:50.043, 7778, 8188, 5
2026/09/13 00:00:50.213, 7778, 8188, 5
2026/09/13 00:00:50.399, 7778, 8188, 8
2026/09/13 00:00:50.568, 7778, 8188, 8
2026/09/13 00:00:50.738, 7778, 8188, 8
2026/09/13 00:00:50.895, 7778, 8188, 8
2026/09/13 00:00:51.052, 7778, 8188, 8
2026/09/13 00:00:51.208, 7778, 8188, 8
2026/09/13 00:00:51.363, 7778, 8188, 8
2026/09/13 00:00:51.535, 7778, 8188, 8
2026/09/13 00:00:51.693, 7778, 8188, 8
2026/09/13 00:00:51.849, 7778, 8188, 8
2026/09/13 00:00:52.020, 7778, 8188, 8
2026/09/13 00:00:52.176, 7778, 8188, 8
2026/09/13 00:00:52.347, 7778, 8188, 8
2026/09/13 00:00:52.502, 7778, 8188, 8
2026/09/13 00:00:52.658, 7778, 8188, 8
2026/09/13 00:00:52.829, 7778, 8188, 8
2026/09/13 00:00:53.000, 7778, 8188, 12
