timestamp,memory.used,memory.total,utilization.gpu
2026/09/13 00:05:56.285, 508, 8188, 4
2026/09/13 00:05:56.473, 508, 8188, 4
2026/09/13 00:05:56.677, 508, 8188, 4
2026/09/13 00:05:56.848, 508, 8188, 4
2026/09/13 00:05:57.005, 508, 8188, 4
2026/09/13 00:05:57.160, 508, 8188, 4
2026/09/13 00:05:57.332, 508, 8188, 4
2026/09/13 00:05:57.488, 508, 8188, 5
2026/09/13 00:05:57.644, 508, 8188, 5
2026/09/13 00:05:57.800, 508, 8188, 5
2026/09/13 00:05:57.955, 508, 8188, 5
2026/09/13 00:05:58.112, 508, 8188, 5
2026/09/13 00:05:58.283, 508, 8188, 5
2026/09/13 00:05:58.454, 590, 8188, 5
2026/09/13 00:05:58.611, 590, 8188, 5
2026/09/13 00:05:59.313, 590, 8188, 2
2026/09/13 00:06:00.343, 3836, 8188, 0
2026/09/13 00:06:00.514, 3836, 8188, 22
2026/09/13 00:06:00.701, 3836, 8188, 22
2026/09/13 00:06:00.873, 3836, 8188, 22
2026/09/13 00:06:01.061, 3836, 8188, 8
2026/09/13 00:06:01.247, 3836, 8188, 8
2026/09/13 00:06:01.419, 3836, 8188, 8
2026/09/13 00:06:01.606, 3836, 8188, 8
2026/09/13 00:06:01.791, 3836, 8188, 8
2026/09/13 00:06:01.964, 3836, 8188, 8
2026/09/13 00:06:02.134, 3836, 8188, 8
2026/09/13 00:06:02.304, 3836, 8188, 8
2026/09/13 00:06:02.460, 3836, 8188, 9
2026/09/13 00:06:02.615, 3836, 8188, 9
2026/09/13 00:06:02.785, 3836, 8188, 9
2026/09/13 00:06:02.940, 3836, 8188, 8
2026/09/13 00:06:03.113, 3836, 8188, 8
2026/09/13 00:06:03.283, 3836, 8188, 8
2026/09/13 00:06:03.438, 3836, 8188, 8
2026/09/13 00:06:03.610, 3836, 8188, 8
2026/09/13 00:06:03.765, 3836, 8188, 8
2026/09/13 00:06:03.921, 3836, 8188, 8
2026/09/13 00:06:04.075, 3836, 8188, 8
2026/09/13 00:06:04.233, 3836, 8188, 8
2026/09/13 00:06:04.404, 3836, 8188, 8
